08-18-2026 16:29:08 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@729,2%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@59.062C cpu@60.843C soc2@58.812C soc0@60.406C cv1@58.625C gpu@62.375C tj@62.375C soc1@61.562C cv2@58.156C VDD_IN 13752mW/10604mW VDD_CPU_GPU_CV 7890mW/5234mW VDD_SOC 2099mW/1883mW
08-18-2026 16:29:09 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@59.125C cpu@61.031C soc2@58.843C soc0@60.468C cv1@58.875C gpu@62.812C tj@62.812C soc1@61.812C cv2@58.062C VDD_IN 13752mW/10690mW VDD_CPU_GPU_CV 7890mW/5306mW VDD_SOC 2099mW/1889mW
08-18-2026 16:29:10 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [2%@729,2%@729,0%@729,0%@729,1%@729,0%@729,0%@729,1%@729] GR3D_FREQ 99% cv0@59.406C cpu@61.156C soc2@59C soc0@60.625C cv1@58.781C gpu@62.625C tj@62.625C soc1@61.968C cv2@58.156C VDD_IN 13792mW/10771mW VDD_CPU_GPU_CV 7930mW/5375mW VDD_SOC 2099mW/1895mW
08-18-2026 16:29:11 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@59.406C cpu@60.937C soc2@59C soc0@60.531C cv1@58.937C gpu@62.625C tj@62.625C soc1@61.906C cv2@58.406C VDD_IN 13833mW/10850mW VDD_CPU_GPU_CV 7970mW/5442mW VDD_SOC 2099mW/1900mW
08-18-2026 16:29:12 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@729,1%@729,2%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@59.375C cpu@61.156C soc2@59.031C soc0@60.625C cv1@59.125C gpu@62.875C tj@62.875C soc1@61.968C cv2@58.281C VDD_IN 13752mW/10922mW VDD_CPU_GPU_CV 7890mW/5503mW VDD_SOC 2059mW/1904mW
08-18-2026 16:29:13 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@729,2%@729,1%@729,1%@729,0%@729] GR3D_FREQ 99% cv0@59.5C cpu@61.406C soc2@59.312C soc0@60.812C cv1@59.25C gpu@62.968C tj@62.968C soc1@62.093C cv2@58.406C VDD_IN 13752mW/10991mW VDD_CPU_GPU_CV 7809mW/5559mW VDD_SOC 2099mW/1909mW
08-18-2026 16:29:14 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,1%@729] GR3D_FREQ 99% cv0@59.687C cpu@61.625C soc2@59.312C soc0@60.843C cv1@59.031C gpu@63.031C tj@63.031C soc1@62.062C cv2@58.562C VDD_IN 13792mW/11058mW VDD_CPU_GPU_CV 7917mW/5615mW VDD_SOC 2099mW/1913mW
08-18-2026 16:29:15 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,1%@729] GR3D_FREQ 99% cv0@59.531C cpu@61.281C soc2@59.312C soc0@60.875C cv1@59.25C gpu@63.031C tj@63.031C soc1@62.218C cv2@58.5C VDD_IN 13752mW/11121mW VDD_CPU_GPU_CV 7890mW/5668mW VDD_SOC 2059mW/1917mW
08-18-2026 16:29:16 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,1%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@59.625C cpu@61.5C soc2@59.375C soc0@61.062C cv1@59.375C gpu@63.093C tj@63.5C soc1@62.343C cv2@58.562C VDD_IN 13792mW/11181mW VDD_CPU_GPU_CV 7930mW/5719mW VDD_SOC 2099mW/1921mW
08-18-2026 16:29:17 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,2%@729,1%@729,0%@729] GR3D_FREQ 99% cv0@59.906C cpu@61.656C soc2@59.5C soc0@61.156C cv1@59.375C gpu@63.593C tj@63.593C soc1@62.406C cv2@58.656C VDD_IN 13792mW/11239mW VDD_CPU_GPU_CV 7930mW/5769mW VDD_SOC 2099mW/1925mW
